what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489033597150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489033605139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489033615101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489033623267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489033670274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489033670415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489033688058
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1489033962681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1489033971067
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1489033974712
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1489034000712
activated,perspective,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui.cPerspective",1489034000712
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1489034001732
error,log,,,"Unable to validate connection settings.",1489034010588
error,log,,,"Unable to validate connection settings.",1489034010597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489034010621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489034013913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489034017119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489034017271
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1489034018799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489034026579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489034027597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489034035597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489034035653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489034037683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489034040742
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1489034040754
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1489034042248
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1489034042518
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1489034048301
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1489034238559
